CustomerID,Gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2509,Female,0,No,No,55,Yes,No,Fiber optic,No internet service,No,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,116.7,5553.99,Yes
2510,Female,0,No,Yes,17,No,Yes,DSL,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),93.69,1879.02,No
2511,Female,0,No,Yes,28,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No internet service,No internet service,One year,Yes,Mailed check,55.04,8235.77,No
2512,Male,0,No,Yes,1,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,55.96,2659.54,No
2513,Female,0,No,No,53,Yes,No,Fiber optic,Yes,No internet service,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),38.89,4641.59,No
2514,Female,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No internet service,Two year,Yes,Credit card (automatic),45.18,4968.13,No
2515,Male,0,Yes,No,61,No,Yes,DSL,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),77.25,1870.43,No
2516,Female,0,Yes,No,13,Yes,No,DSL,No,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.63,2542.56,No
2517,Male,0,Yes,No,47,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,Yes,One year,No,Bank transfer (automatic),20.58,4184.49,No
2518,Female,0,Yes,No,64,Yes,No,DSL,No,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,117.39,2240.08,No
2519,Female,0,Yes,Yes,32,No,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,41.92,2667.38,No
2520,Male,1,Yes,No,28,Yes,No,Fiber optic,No internet service,No,No,No,No,No,One year,Yes,Electronic check,101.62,5332.36,Yes
2521,Male,0,Yes,Yes,53,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Electronic check,79.8,6377.52,Yes
2522,Female,0,Yes,No,31,Yes,No,DSL,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,63.07,6960.1,No
2523,Female,1,No,Yes,8,Yes,Yes,DSL,No internet service,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,91.83,1073.62,Yes
2524,Female,0,Yes,No,72,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,23.28,6405.62,No
2525,Male,1,No,Yes,25,Yes,No,No,Yes,No internet service,No,No internet service,Yes,Yes,Two year,No,Electronic check,94.24,8133.35,No
2526,Female,0,Yes,No,33,Yes,Yes,Fiber optic,Yes,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),104.38,5051.44,No
2527,Male,0,No,No,68,No,Yes,Fiber optic,No,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,46.41,5258.96,Yes
2528,Male,0,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,48.56,8297.63,Yes
2529,Female,0,No,No,66,Yes,Yes,DSL,No internet service,Yes,No internet service,No,No internet service,No internet service,One year,No,Mailed check,28.6,7553.3,No
2530,Male,0,No,No,46,Yes,No,DSL,Yes,No internet service,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),104.27,4851.56,No
2531,Female,0,Yes,No,5,Yes,Yes,DSL,No,Yes,No,No internet service,No,No,One year,No,Electronic check,99.44,6655.65,Yes
2532,Female,0,No,No,17,Yes,No,Fiber optic,No,No internet service,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),60.98,1586.47,Yes
2533,Female,0,No,Yes,52,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),56.21,3598.84,No
2534,Female,0,No,No,12,No,No,No,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),61.22,6218.54,Yes
2535,Female,0,No,No,62,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No,Two year,Yes,Electronic check,60.49,2519.66,No
2536,Male,0,Yes,No,35,Yes,No,No,No,Yes,Yes,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),61.43,3952.28,No
2537,Male,0,No,No,62,Yes,No,No,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),32.9,1515.66,No
2538,Female,1,Yes,No,21,Yes,No phone service,No,Yes,No,No,Yes,No internet service,No internet service,Two year,No,Electronic check,19.6,7799.16,Yes
2539,Female,0,Yes,No,66,Yes,No,DSL,Yes,No,No,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),94.87,7780.66,No
2540,Male,1,Yes,No,53,Yes,No,DSL,Yes,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,52.8,4164.26,Yes
2541,Male,0,No,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Electronic check,67.58,1682.72,Yes
2542,Male,0,Yes,Yes,15,Yes,No,Fiber optic,No,Yes,No,No,No internet service,No,One year,Yes,Credit card (automatic),49.15,5904.84,No
2543,Male,0,Yes,Yes,23,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,Yes,No internet service,Two year,No,Electronic check,56.6,1869.29,Yes
2544,Female,0,Yes,No,31,Yes,No,No,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),25.77,1999.8,No
2545,Female,0,No,No,54,Yes,No,No,Yes,No,No,No,No,No,One year,Yes,Mailed check,55.46,8442.56,No
2546,Male,0,No,No,55,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,64.79,881.43,Yes
2547,Female,0,Yes,Yes,26,No,Yes,Fiber optic,No internet service,No,No,No,No,Yes,One year,Yes,Credit card (automatic),101.95,3305.31,No
2548,Male,0,Yes,No,53,Yes,No,No,No internet service,No,No,No internet service,Yes,No,Month-to-month,No,Electronic check,50.63,4827.34,No
2549,Female,0,No,No,66,No,No,DSL,No internet service,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,27.15,952.91,No
2550,Male,0,No,No,39,Yes,No,DSL,No internet service,No,No,Yes,Yes,No internet service,One year,No,Mailed check,94.55,356.28,No
2551,Female,0,No,No,7,Yes,No,No,No,No,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,56.0,4718.7,Yes
2552,Male,0,Yes,No,39,Yes,No,Fiber optic,No internet service,No,No internet service,No,Yes,No,Two year,Yes,Electronic check,110.24,1011.57,No
2553,Male,0,No,Yes,32,No,No,Fiber optic,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),114.63,2195.43,No
2554,Female,0,Yes,No,26,No,Yes,No,No internet service,Yes,No,No internet service,Yes,Yes,One year,No,Mailed check,105.87,4328.17,No
2555,Male,0,Yes,No,29,Yes,No,Fiber optic,Yes,No,No,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,41.03,3030.22,Yes
2556,Female,0,Yes,No,25,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No,One year,Yes,Bank transfer (automatic),43.76,6176.48,No
2557,Female,0,Yes,Yes,56,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,98.06,8359.43,No
2558,Male,0,No,No,31,Yes,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),63.08,6545.96,No
2559,Female,0,Yes,Yes,66,No,No,DSL,Yes,No,No,No internet service,Yes,No internet service,Two year,No,Credit card (automatic),48.18,8684.73,No
2560,Female,0,Yes,No,2,Yes,No,No,No internet service,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),47.79,3389.12,No
2561,Female,1,Yes,Yes,47,Yes,Yes,DSL,No,Yes,No internet service,No,No,No,One year,Yes,Electronic check,76.29,2664.0,No
2562,Female,1,Yes,Yes,29,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No,Yes,One year,Yes,Mailed check,108.2,1861.06,No
2563,Female,0,Yes,Yes,49,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,No,One year,Yes,Mailed check,80.45,7687.15,No
2564,Male,0,Yes,Yes,32,Yes,No,DSL,No,No,Yes,Yes,No internet service,No,Two year,Yes,Electronic check,80.59,3397.98,No
2565,Female,0,Yes,Yes,30,Yes,No,No,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),93.32,6179.82,No
2566,Female,0,No,No,15,Yes,No,DSL,No,No,Yes,Yes,No internet service,Yes,One year,Yes,Electronic check,94.66,5866.42,No
2567,Female,0,No,Yes,62,Yes,Yes,Fiber optic,No,No,No internet service,No,No,Yes,One year,No,Mailed check,109.65,513.41,No
2568,Female,0,No,No,17,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,34.54,7641.81,Yes
2569,Female,1,Yes,Yes,22,Yes,No,No,Yes,Yes,No,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),117.21,4235.11,No
2570,Male,0,No,No,30,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),51.3,1956.07,Yes
2571,Female,0,No,No,16,Yes,No,Fiber optic,Yes,Yes,No,No internet service,No internet service,No,One year,Yes,Credit card (automatic),46.55,8503.57,No
2572,Male,0,No,Yes,52,Yes,No,No,No internet service,No,No,No internet service,Yes,No,Two year,Yes,Mailed check,69.48,6545.65,No
2573,Male,0,No,No,8,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),44.82,5363.42,Yes
2574,Male,0,Yes,Yes,64,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,41.66,8584.07,No
2575,Male,1,No,No,39,Yes,Yes,No,No,No internet service,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),115.41,6575.38,Yes
2576,Female,0,Yes,No,31,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,28.7,1068.64,Yes
2577,Male,0,Yes,Yes,12,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No,No,Two year,Yes,Mailed check,117.74,8608.08,No
2578,Male,0,Yes,No,33,No,Yes,DSL,Yes,Yes,No,No internet service,No,No,Month-to-month,No,Electronic check,80.81,5197.61,Yes
2579,Female,0,Yes,Yes,58,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),114.59,2613.71,No
2580,Female,0,No,No,12,Yes,Yes,DSL,No internet service,Yes,No,No,No,No internet service,Two year,Yes,Electronic check,108.44,7103.43,Yes
2581,Female,0,Yes,No,25,Yes,No,No,No,No internet service,Yes,No,No internet service,No internet service,Two year,No,Electronic check,83.41,434.07,No
2582,Male,0,Yes,No,38,Yes,Yes,No,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),77.53,5689.54,No
2583,Female,0,No,No,48,Yes,No phone service,DSL,No,No internet service,No,No,No,No,Month-to-month,Yes,Mailed check,118.01,1399.06,No
2584,Female,0,Yes,Yes,55,Yes,No,DSL,No internet service,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),70.03,777.45,No
2585,Male,0,Yes,Yes,3,Yes,No,DSL,No,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Mailed check,36.22,3086.43,Yes
2586,Female,0,No,Yes,69,Yes,No,DSL,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),118.04,3107.05,No
2587,Female,0,No,No,35,Yes,No,Fiber optic,No,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),50.76,5222.96,No
2588,Female,0,Yes,Yes,51,Yes,No,Fiber optic,No internet service,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,27.04,4918.86,Yes
2589,Female,0,No,No,27,Yes,Yes,No,No,No,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,90.3,5980.56,No
2590,Male,0,Yes,No,37,Yes,No,Fiber optic,No,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),63.08,1527.62,No
2591,Female,0,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,No,No,Two year,Yes,Mailed check,57.25,7565.7,No
2592,Female,0,Yes,No,25,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No internet service,One year,Yes,Credit card (automatic),81.73,7460.07,No
2593,Male,0,Yes,No,33,Yes,No phone service,Fiber optic,No,No,No,No internet service,Yes,Yes,One year,Yes,Electronic check,23.56,1893.02,No
2594,Female,0,No,No,62,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No,No internet service,Two year,Yes,Mailed check,88.42,4122.79,No
2595,Male,0,No,No,17,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,68.85,4247.94,Yes
2596,Female,0,Yes,No,43,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),67.52,8002.25,No
2597,Male,0,Yes,No,30,No,Yes,Fiber optic,Yes,Yes,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),108.7,7866.89,Yes
2598,Male,0,No,No,41,No,Yes,No,No internet service,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.79,603.47,Yes
2599,Male,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,71.67,8321.09,Yes
2600,Male,0,Yes,Yes,66,Yes,Yes,No,No,No internet service,No,No,No internet service,Yes,Month-to-month,No,Mailed check,76.37,612.96,No
2601,Female,0,No,No,60,Yes,No phone service,DSL,No,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),99.35,4781.39,No
2602,Male,0,No,Yes,9,Yes,No,Fiber optic,No internet service,No,No internet service,No,No internet service,No,Two year,No,Bank transfer (automatic),59.58,2719.07,No
2603,Female,0,No,Yes,31,Yes,No,No,No internet service,No internet service,No,No,Yes,No,One year,No,Electronic check,85.71,3402.56,No
2604,Male,0,Yes,No,69,Yes,No,Fiber optic,No,Yes,No,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),72.6,5449.93,Yes
2605,Male,0,No,No,24,Yes,No,No,No,Yes,No internet service,No,No,No,One year,Yes,Credit card (automatic),68.46,5078.15,No
2606,Male,0,Yes,No,24,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),117.21,1470.26,No
2607,Female,0,Yes,Yes,45,Yes,No,DSL,No internet service,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.01,8422.93,No
2608,Male,0,Yes,No,37,Yes,Yes,DSL,Yes,No internet service,No,No internet service,Yes,Yes,One year,Yes,Electronic check,59.92,267.46,No
2609,Female,0,Yes,No,58,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,111.73,2994.52,No
2610,Female,1,Yes,Yes,23,Yes,No phone service,No,Yes,No internet service,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),111.53,6963.55,No
2611,Female,1,Yes,No,35,Yes,Yes,DSL,Yes,No internet service,Yes,No,Yes,No internet service,One year,No,Electronic check,93.4,7393.01,No
2612,Female,1,Yes,No,63,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No internet service,Two year,No,Electronic check,77.74,6928.12,No
2613,Female,0,No,No,6,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),87.68,3246.88,No
2614,Female,0,Yes,Yes,6,Yes,Yes,DSL,No internet service,Yes,No,No,No internet service,Yes,Two year,No,Electronic check,43.67,5854.48,No
2615,Female,0,Yes,Yes,30,Yes,No,DSL,No internet service,Yes,No internet service,No,No internet service,No internet service,Month-to-month,No,Electronic check,67.33,6642.22,No
2616,Female,0,Yes,No,1,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No,Two year,Yes,Electronic check,72.12,5027.35,Yes
2617,Female,0,Yes,No,63,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,24.65,5903.17,No
2618,Male,0,No,No,8,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),105.31,4816.51,Yes
2619,Male,0,Yes,Yes,28,Yes,No phone service,DSL,No internet service,Yes,No,No,No internet service,No internet service,Two year,Yes,Electronic check,64.15,494.99,No
2620,Male,0,No,No,33,Yes,Yes,DSL,No internet service,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,108.59,2387.09,No
2621,Male,0,Yes,No,53,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,57.44,6107.97,Yes
2622,Male,1,Yes,Yes,38,No,Yes,Fiber optic,No,No,No internet service,Yes,No,No internet service,Two year,Yes,Electronic check,59.34,2111.93,No
2623,Female,0,No,No,52,Yes,No,Fiber optic,No,No,No internet service,No internet service,Yes,No,Month-to-month,No,Electronic check,42.79,3965.86,Yes
2624,Female,0,No,No,11,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,83.0,4651.75,Yes
2625,Female,1,Yes,Yes,2,Yes,Yes,No,No,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,73.37,5833.43,Yes
2626,Female,0,No,Yes,53,Yes,Yes,No,No internet service,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),110.0,2264.54,No
2627,Female,0,Yes,No,68,Yes,Yes,No,No internet service,Yes,No,No internet service,No,No,One year,No,Credit card (automatic),61.39,5176.93,No
2628,Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),83.38,5188.15,Yes
2629,Female,0,No,No,67,Yes,Yes,No,No internet service,No,No,No,No internet service,Yes,One year,No,Electronic check,89.36,7341.78,No
2630,Male,1,No,No,9,Yes,Yes,Fiber optic,No,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),50.4,4802.85,Yes
2631,Male,0,No,Yes,63,Yes,Yes,DSL,No,No,No,No,No internet service,No,One year,Yes,Bank transfer (automatic),106.77,2575.93,No
2632,Male,0,Yes,No,11,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,56.53,4548.55,Yes
2633,Male,0,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,82.3,948.46,Yes
2634,Female,0,Yes,Yes,14,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,No,Mailed check,80.14,5285.55,No
2635,Female,1,Yes,No,19,Yes,No,DSL,No,No,No internet service,No internet service,Yes,No,One year,No,Electronic check,60.6,7957.99,Yes
2636,Female,0,Yes,Yes,8,Yes,No,Fiber optic,No,Yes,No,Yes,No internet service,Yes,One year,Yes,Mailed check,36.68,4610.14,No
2637,Male,0,Yes,Yes,7,Yes,No,Fiber optic,No internet service,No,Yes,No,Yes,No internet service,One year,Yes,Electronic check,77.8,2550.73,No
2638,Female,0,No,Yes,59,Yes,No,No,No internet service,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,55.99,3533.09,No
2639,Female,0,Yes,Yes,63,No,No,Fiber optic,No,No,Yes,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),56.35,7834.3,No
2640,Female,1,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,67.79,7064.84,Yes
2641,Male,0,Yes,No,55,Yes,No,DSL,No,No,No internet service,No,No,No,Month-to-month,Yes,Electronic check,86.31,6979.12,Yes
2642,Female,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No,Yes,One year,Yes,Credit card (automatic),91.58,4907.12,Yes
2643,Male,0,No,No,67,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No,No internet service,One year,No,Mailed check,61.17,3454.11,No
2644,Male,0,Yes,No,18,Yes,Yes,No,No,Yes,No internet service,No,No internet service,No internet service,Two year,Yes,Mailed check,30.3,1166.47,No
2645,Male,0,No,No,45,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,Yes,No internet service,One year,Yes,Mailed check,97.82,8473.47,No
2646,Male,1,No,No,36,Yes,Yes,Fiber optic,Yes,No internet service,No,No,Yes,No,Two year,Yes,Electronic check,85.53,1570.91,Yes
2647,Female,0,No,No,16,Yes,No,Fiber optic,No internet service,Yes,No,No,No internet service,Yes,One year,No,Bank transfer (automatic),98.72,2203.66,No
2648,Male,1,Yes,No,29,Yes,Yes,No,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,50.0,6641.89,Yes
2649,Male,0,No,No,59,Yes,No,No,Yes,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),109.62,3058.41,No
2650,Female,0,Yes,Yes,18,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,44.65,5078.6,No
2651,Female,0,No,No,49,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),47.37,6619.18,No
2652,Male,0,Yes,No,46,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),72.16,4838.15,No
2653,Female,1,Yes,No,29,No,No,No,No internet service,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,118.48,4271.37,No
2654,Male,0,Yes,Yes,70,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,38.57,458.19,Yes
2655,Male,0,No,No,50,Yes,Yes,DSL,Yes,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,102.52,4244.84,No
2656,Male,0,Yes,No,55,Yes,No,Fiber optic,No internet service,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,18.49,3962.06,Yes
2657,Male,0,Yes,Yes,27,Yes,No,Fiber optic,Yes,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Mailed check,42.12,7649.32,No
2658,Female,0,Yes,No,7,No,Yes,Fiber optic,Yes,Yes,No,No internet service,No internet service,No,Two year,Yes,Mailed check,53.04,3895.91,No
2659,Male,0,No,Yes,41,Yes,No,DSL,Yes,No,No,No,No,No internet service,Two year,Yes,Mailed check,83.44,5477.88,No
2660,Female,0,No,No,11,Yes,No,DSL,Yes,No internet service,Yes,Yes,Yes,No,Two year,Yes,Mailed check,29.68,6723.97,No
2661,Female,0,Yes,No,5,No,No,Fiber optic,No,No,Yes,No,No,No internet service,One year,No,Bank transfer (automatic),31.18,4072.02,Yes
2662,Female,0,No,No,66,Yes,No,No,No internet service,No internet service,Yes,Yes,No,Yes,One year,No,Electronic check,32.96,2279.37,No
2663,Female,0,Yes,No,56,Yes,No,No,Yes,No,No internet service,No,Yes,Yes,Two year,Yes,Electronic check,84.84,7765.8,No
2664,Male,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,29.77,7779.36,Yes
2665,Female,0,No,Yes,42,Yes,No phone service,No,No,No,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),58.27,7816.77,No
2666,Male,1,Yes,Yes,10,Yes,Yes,DSL,No,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),34.0,2382.67,Yes
2667,Female,0,Yes,Yes,28,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),56.65,2752.57,No
2668,Female,0,Yes,Yes,7,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),90.01,7981.09,No
2669,Male,0,Yes,No,14,Yes,No,Fiber optic,Yes,No internet service,No,No,No,Yes,Month-to-month,No,Electronic check,46.16,1108.84,Yes
2670,Male,0,Yes,No,69,Yes,Yes,No,No,No,No,No,No,Yes,One year,Yes,Mailed check,80.32,5702.67,No
2671,Male,0,Yes,Yes,61,Yes,No phone service,No,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),43.22,2552.03,No
2672,Female,0,Yes,Yes,51,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,92.38,6269.64,Yes
2673,Female,0,Yes,No,42,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,No,One year,Yes,Credit card (automatic),96.35,7243.34,No
2674,Male,0,Yes,No,8,Yes,Yes,No,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),49.44,3555.53,No
2675,Male,0,Yes,No,50,Yes,Yes,DSL,No,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),20.64,1328.73,No
2676,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,No,Mailed check,31.22,6364.36,Yes
2677,Male,1,No,No,69,Yes,Yes,DSL,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Mailed check,67.59,501.74,Yes
2678,Female,0,Yes,Yes,11,Yes,No,No,No,No,Yes,Yes,No,No,Two year,No,Electronic check,56.65,148.73,No
2679,Male,0,No,No,48,Yes,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,52.98,7620.53,No
2680,Male,1,No,Yes,10,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,No,No,Month-to-month,No,Credit card (automatic),76.47,7097.25,No
2681,Male,0,No,Yes,15,Yes,No,Fiber optic,No internet service,No,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,34.48,5062.02,Yes
2682,Male,0,Yes,Yes,47,Yes,No,DSL,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),64.15,5784.94,No
2683,Female,0,Yes,No,25,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),38.69,8274.06,No
2684,Male,1,Yes,No,6,Yes,No,Fiber optic,No,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,116.85,562.73,Yes
2685,Female,0,No,Yes,11,Yes,Yes,No,Yes,No internet service,Yes,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),23.14,1895.8,Yes
2686,Male,1,Yes,No,17,No,No,DSL,No,No,No internet service,No,Yes,Yes,Month-to-month,No,Credit card (automatic),19.84,6338.07,Yes
2687,Male,0,No,No,15,Yes,No,No,Yes,Yes,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),74.95,2306.93,No
2688,Female,0,No,No,16,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),24.54,1814.94,No
2689,Male,1,Yes,Yes,56,Yes,No,Fiber optic,Yes,No,Yes,No,No,No internet service,Two year,No,Electronic check,99.75,3850.93,No
2690,Female,0,Yes,No,66,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,100.62,6290.37,Yes
2691,Female,0,No,No,36,No,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,61.69,1843.18,Yes
2692,Male,0,Yes,Yes,38,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,Yes,Two year,Yes,Credit card (automatic),102.51,3741.24,No
